ID	NAME	SECONDARY ID	FORMULA	MASS	SMILES	PDB ACCESSION
CHEBI:181192	7alpha-Hydroxy-3-oxo-5alpha-cholan-24-oic Acid		C24H38O4	390.564	O[C@H]1[C@]2([C@]3([C@@]([C@](CC3)([C@@H](CCC(O)=O)C)[H])(CC[C@@]2([C@@]4([C@@](C1)(CC(=O)CC4)[H])C)[H])C)[H])[H]		
CHEBI:181196	5alpha-Cholestane-3beta,7alpha,26-triol		C27H48O3	420.678	O[C@H]1[C@]2([C@]3([C@@]([C@](CC3)([C@@H](CCCC(CO)C)C)[H])(CC[C@@]2([C@@]4([C@@](C1)(C[C@@H](O)CC4)[H])C)[H])C)[H])[H]		
CHEBI:181328	Ethyl (R)-4-((5R,7R,8R,9S,10S,13R,14S,17R)-7-hydroxy-10,13-dimethyl-3,12-dioxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoate		C26H40O5	432.601	O[C@H]1[C@]2([C@]3([C@@]([C@](CC3)([C@@H](CCC(OCC)=O)C)[H])(C(=O)C[C@@]2([C@@]4([C@](C1)(CC(=O)CC4)[H])C)[H])C)[H])[H]		
CHEBI:181330	(3R,5R,6S,9S,10R,13R,17R)-17-((R)-5-Ethoxy-5-oxopentan-2-yl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,6-diyl diacetate		C30H48O6	504.708	O(C1[C@]2([C@@]([C@@]3([C@]([C@]4([C@@]([C@](CC4)([C@@H](CCC(OCC)=O)C)[H])(CC3)C)[H])(C1)[H])[H])(CCC(OC(=O)C)C2)C)[H])C(=O)C		
CHEBI:181333	Methyl 3,6-dioxo-5beta-cholan-24-oate		C25H38O4	402.575	O=C1[C@]2([C@@]([C@@]3([C@]([C@]4([C@@]([C@](CC4)([C@@H](CCC(OC)=O)C)[H])(CC3)C)[H])(C1)[H])[H])(CCC(=O)C2)C)[H]		
CHEBI:181350	3alpha,7alpha,12alpha,26,27-Pentahydroxy-5beta-cholestane 26-sulfate		C27H48O8S	532.730	S(OCC(CCCC(C1C2(C(C3C(C4(C(CC3O)C[C@H](O)CC4)C)C[C@@H]2O)CC1)C)C)CO)(O)(=O)=O		
CHEBI:181389	(5S,8R,9S,10S,13S,17R)-17-[(2S,3S,5R)-3-Hydroxy-5,6-dimethylheptan-2-yl]-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one		C28H48O2	416.690	O[C@H]([C@H]([C@@]1([C@@]2(C([C@]3([C@@]([C@@]4([C@@](CC3)(CC(=O)CC4)[H])C)(CC2)[H])[H])CC1)C)[H])C)C[C@H](C(C)C)C		
CHEBI:181581	3alpha,4beta,7alpha-Trihydroxy-5beta-cholan-24-oic Acid		C24H40O5	408.579	O[C@H]1[C@]2([C@]3([C@@]([C@](CC3)([C@@H](CCC(O)=O)C)[H])(CC[C@@]2([C@@]4([C@](C1)([C@@H](O)[C@H](O)CC4)[H])C)[H])C)[H])[H]		
CHEBI:181665	(24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestan-26-oic acid		C27H46O6	466.659	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CC[C@@H](O)[C@@H](C)C(O)=O)C)[H])[H])C		
CHEBI:181782	3alpha,7alpha,12alpha,26-Tetrahydroxy-5alpha-cholestan-27-oic acid		C27H46O6	466.659	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CCCC(CO)C(O)=O)C)[H])[H])C		
CHEBI:181783	3alpha,7alpha,15beta-Trihydroxy-5beta-cholane-24-oic acid methyl ester		C25H42O5	422.606	O[C@H]1[C@@]2([C@@]([C@](C1)([C@@H](CCC(OC)=O)C)[H])(CC[C@]3([C@]2([C@H](O)C[C@]4([C@@]3(CC[C@@H](O)C4)C)[H])[H])[H])C)[H]		
CHEBI:181785	(3S,5R,7R,8R,9S,10S,12S,13R,14S,17R)-17-((R)-7-Hydroxy-6-(hydroxymethyl)heptan-2-yl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol		C27H48O5	452.676	O[C@@H]1C2([C@]([C@]3([C@@](C4([C@@](C[C@H]3O)(C[C@@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@H]2C(CCCC(CO)CO)C)[H])C		
CHEBI:181786	(2R,3R,6R)-6-((3R,5S,7R,9S,10S,13R,14S,17R)-3,7-Dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)-3-hydroxy-2-methylheptanoic acid		C27H46O5	450.660	OC1C2[C@]3([C@@]([C@](CC3)([C@@H](CC[C@@H](O)[C@@H](C)C(O)=O)C)[H])(CC[C@@]2([C@@]4([C@](C1)(C[C@H](O)CC4)[H])C)[H])C)[H]		
CHEBI:181787	3beta,7beta,12beta-Trihydroxy-5beta-cholan-24-oic acid		C24H40O5	408.579	O[C@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@](C[C@@H]3O)(C[C@@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CCC(O)=O)C)[H])[H])C		
CHEBI:181789	3alpha,6beta,7beta,12alpha-Tetrahydroxy-5alpha-cholan-24-oic Acid		C24H40O6	424.578	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@@]([C@H](O)[C@@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CCC(O)=O)C)[H])[H])C		
CHEBI:181790	(6R)-2-Methyl-6-((2R,3S,5S,7R,8R,9S,10S,12S,13R,14S,17R)-2,3,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)heptanoic acid		C27H46O6	466.659	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@@](C[C@H]3O)(C[C@H](O)[C@H](O)C4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CCCC(C)C(O)=O)C)[H])[H])C		
CHEBI:181791	24-Hydroxychola-4-ene-3-one		C24H38O2	358.566	O=C1CC[C@@]2([C@@]3([C@]([C@]4([C@@]([C@](CC4)([C@@H](CCCO)C)[H])(CC3)C)[H])(CCC2=C1)[H])[H])C		
CHEBI:181792	Methyl (R)-4-((3R,5S,7R,8S,9S,10S,13R,14R,17R)-3,7,14-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoate		C25H42O5	422.606	O[C@]12[C@@]([C@](CC1)([C@@H](CCC(OC)=O)C)[H])(CC[C@]3([C@]2([C@H](O)C[C@]4([C@@]3(CC[C@@H](O)C4)C)[H])[H])[H])C		
CHEBI:181796	Methyl-3,7,12-trihydroxycholest-24-ene-26-oate		C28H46O5	462.671	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CC/C=C(\C)/C(OC)=O)C)[H])[H])C		
CHEBI:181797	(6R)-2-Hydroxy-2-methyl-6-((3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)heptyl hydrogen sulfate		C27H48O8S	532.730	S(OCC(O)(CCCC([C@@H]1C2([C@]([C@]3([C@@](C4([C@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(C[C@@H]2O)[H])[H])(CC1)[H])C)C)C)(O)(=O)=O		
CHEBI:181840	3a,7a,14a-(OH)3-5b-cholanic acid		C24H40O5	408.579	O[C@]12[C@@]([C@](CC1)([C@@H](CCC(O)=O)C)[H])(CC[C@]3([C@]2([C@H](O)C[C@]4([C@@]3(CC[C@@H](O)C4)C)[H])[H])[H])C		
CHEBI:181842	(3S,5R,7R,8R,9S,10S,13S,14S,16R,17R)-17-((2R)-7-Acetoxy-6-methylheptan-2-yl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,7,16-triyl triacetate		C35H56O8	604.825	O(C1[C@]2([C@]3(C([C@H](C(OC(=O)C)C3)C(CCCC(COC(=O)C)C)C)(CC[C@@]2(C4([C@@](C1)(CC(OC(=O)C)CC4)[H])C)[H])C)[H])[H])C(=O)C		
CHEBI:181843	3a,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid		C24H40O6	424.578	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@](C[C@H]3O)([C@@H](O)[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CCC(O)=O)C)[H])[H])C		
CHEBI:181892	4-(3-Hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid		C24H38O3	374.565	OC1CC2C(C3C(C4C(C(CC4)C(CCC(O)=O)C)(C=C3)C)CC2)(CC1)C		
CHEBI:181902	(23S)-3alpha,12alpha,23-Trihydroxy-5beta-cholan-24-oic Acid		C24H40O5	408.579	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@](CC3)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](C[C@H](O)C(O)=O)C)[H])[H])C		
CHEBI:181974	(3R,5R,6R,7S,9S,10R,13R,17R)-17-((R)-5-Ethoxy-5-oxopentan-2-yl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,6,7-triyl triacetate		C32H50O8	562.744	O(C1[C@]2([C@]3([C@@]([C@](CC3)([C@@H](CCC(OCC)=O)C)[H])(CC[C@@]2([C@@]4([C@](C1OC(=O)C)(CC(OC(=O)C)CC4)[H])C)[H])C)[H])[H])C(=O)C		
CHEBI:182100	3alpha,6beta,12alpha-Trihydroxy-5beta-cholan-24-oic Acid		C24H40O5	408.579	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@]([C@H](O)C3)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CCC(O)=O)C)[H])[H])C		
CHEBI:182102	(3R,5R,7R,8R,9S,10S,12S,13R,14S,17R)-17-((R)-7-Acetoxy-6-(acetoxymethyl)heptan-2-yl)-12-hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,7-diyl diacetate		C35H56O9	620.824	O[C@@H]1C2([C@]([C@]3([C@@](C4([C@@](C[C@H]3OC(=O)C)(C[C@H](OC(=O)C)CC4)[H])C)(C1)[H])[H])(CC[C@@H]2C(CCCC(COC(=O)C)COC(=O)C)C)[H])C		
CHEBI:182108	3alpha,7alpha,15alpha-Trihydroxy-5beta-cholane-24-oic acid methyl ester		C25H42O5	422.606	O[C@@H]1[C@@]2([C@@]([C@](C1)([C@@H](CCC(OC)=O)C)[H])(CC[C@]3([C@]2([C@H](O)C[C@]4([C@@]3(CC[C@@H](O)C4)C)[H])[H])[H])C)[H]		
CHEBI:182111	3beta,6beta,7beta-Trihydroxy-5beta-cholan-24-oic Acid		C24H40O5	408.579	O[C@@H]1[C@]2([C@]3([C@@]([C@](CC3)([C@@H](CCC(O)=O)C)[H])(CC[C@@]2([C@@]4([C@]([C@@H]1O)(C[C@@H](O)CC4)[H])C)[H])C)[H])[H]		
CHEBI:182112	Methyl (6R)-2-(hydroxymethyl)-6-((3R,5S,7R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)heptanoate		C28H48O6	480.686	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CCCC(CO)C(OC)=O)C)[H])[H])C		
CHEBI:182129	3beta,6beta,7alpha-Trihydroxy-5beta-cholan-24-oic Acid		C24H40O5	408.579	O[C@H]1[C@]2([C@]3([C@@]([C@](CC3)([C@@H](CCC(O)=O)C)[H])(CC[C@@]2([C@@]4([C@]([C@@H]1O)(C[C@@H](O)CC4)[H])C)[H])C)[H])[H]		
CHEBI:182189	11,15>]Heptadec-14-yl]-5-hydrofuran-2-one, hydrate		C29H44O12.H2O	602.674	O[C@@]12[C@]3([C@@]([C@@]4([C@](O)(CC3)C[C@@H](O[C@@H]5O[C@H]([C@H](O)[C@@H](O)[C@H]5O)C)C[C@H]4O)CO)([C@H](O)C[C@@]1([C@H](CC2)C=6COC(=O)C6)C)[H])[H].O		
CHEBI:182357	3-[(1R,3S,5S,10R,11R,13R,14S,17R)-1,5,11,14-tetrahydroxy-10-(hydroxymethyl)-13-methyl-3-[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one		C29H44O12	584.659	O[C@@]12C3C([C@@]4([C@](O)(CC3)C[C@@H](O[C@@H]5O[C@@H]([C@H](O)[C@H](O)[C@@H]5O)C)C[C@H]4O)CO)C(O)C[C@@]1([C@H](CC2)C=6COC(=O)C6)C		
CHEBI:182360	(3R,5S,7R,9R,10S,12R,14R,18R,19R,22S,23R)-9,10,22-trihydroxy-7,18-dimethyl-19-(5-oxo-2H-furan-3-yl)-4,6,11-trioxahexacyclo[12.11.0.03,12.05,10.015,23.018,22]pentacosane-14-carbaldehyde		C29H40O9	532.630	O[C@@]12[C@]3(C([C@@]4(C(CC3)C[C@]5(O[C@@]6(O[C@@H](C[C@@H](O)[C@@]6(O[C@@]5(C4)[H])O)C)[H])[H])C=O)CC[C@@]1([C@H](CC2)C=7COC(=O)C7)C)[H]		
CHEBI:182388	(3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-17-((2R,5R)-5,7-Dihydroxyheptan-2-yl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol		C26H46O5	438.649	O[C@@H]1C2([C@]([C@]3([C@@](C4([C@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@H]2C(CC[C@@H](O)CCO)C)[H])C		
CHEBI:182566	[3-[5-(3,5-Dihydroxy-4-methoxy-6-methyloxan-2-yl)oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-1-yl] acetate		C38H58O15	754.867	OC12C3C(C4(C(CC3)CC(OC5OC(C(OC6OC(C(O)C(OC)C6O)C)C(O)C5O)CO)CC4OC(=O)C)C)CCC1(C(CC2)C=7COC(=O)C7)C		
CHEBI:182662	[2-(Hydroxymethyl)-6-[(3R,5R,7R,8R,9S,12S,14S,17R)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]heptyl] hydrogen sulfate		C27H48O8S	532.730	S(OCC(CCCC([C@@H]1C2([C@]([C@]3([C@@](C4([C@@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(C[C@@H]2O)[H])[H])(CC1)[H])C)C)CO)(O)(=O)=O		
CHEBI:182663	(3R,5R,7R,8S,9S,10S,12S,13R,14S,17R)-17-((R)-7-Hydroxy-6-(hydroxymethyl)heptan-2-yl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol		C27H48O5	452.676	O[C@@H]1[C@]2([C@]([C@@]3([C@@]([C@@]4([C@@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CCCC(CO)CO)C)[H])[H])C		
CHEBI:182664	3alpha,6alpha,7beta,12alpha-Tetrahydroxy-5alpha-cholan-24-oic Acid		C24H40O6	424.578	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@@]([C@@H](O)[C@@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CCC(O)=O)C)[H])[H])C		
CHEBI:182665	2-((R)-4-((3R,5S,7S,8R,9S,10S,12R,13R,14S,17R)-3,7,12-Trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid		C26H45NO7S	515.710	S(O)(=O)(=O)CCNC(=O)CC[C@H]([C@@]1([C@@]2([C@]([C@]3([C@@]([C@@]4([C@](C[C@@H]3O)(C[C@H](O)CC4)[H])C)(C[C@H]2O)[H])[H])(CC1)[H])C)[H])C		
CHEBI:182694	(3R,6R)-6-((3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7-Diacetoxy-12-hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)heptane-1,3-diyl diacetate		C34H54O9	606.797	O[C@@H]1C2([C@]([C@]3([C@@](C4([C@](CC3OC(=O)C)(CC(OC(=O)C)CC4)[H])C)(C1)[H])[H])(CC[C@@H]2C(CCC(OC(=O)C)CCOC(=O)C)C)[H])C		
CHEBI:182707	(2S,3S,6R)-3-Hydroxy-2-methyl-6-((3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)heptanoic acid		C27H46O6	466.659	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CC[C@H](O)[C@H](C)C(O)=O)C)[H])[H])C		
CHEBI:182732	(25S)-3alpha,7alpha,12alpha,24R-Tetrahydroxy-5beta-cholestan-26-oic acid		C27H46O6	466.659	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CC[C@@H](O)[C@H](C)C(O)=O)C)[H])[H])C		
CHEBI:182733	(3R,5R,6S,9S,10R,13R,17R)-17-((R)-5-Acetoxypentan-2-yl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,6-diyl diacetate		C30H48O6	504.708	O([C@@H]1[C@]2([C@@]([C@@]3([C@]([C@]4([C@@]([C@](CC4)([C@@H](CCCOC(=O)C)C)[H])(CC3)C)[H])(C1)[H])[H])(CC[C@@H](OC(=O)C)C2)C)[H])C(=O)C		
CHEBI:182760	3-Dehydroecdysone group		C27H42O6	462.627	O[C@]12[C@@]([C@](CC1)([C@@H]([C@H](O)CCC(O)(C)C)C)[H])(CCC3[C@@]4([C@](C(=O)C=C23)(CC(=O)[C@@H](O)C4)[H])C)C		
CHEBI:182795	3alpha,6alpha,7beta,12alpha-Tetrahydroxy-5beta-cholan-24-oic Acid		C24H40O6	424.578	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@]([C@@H](O)[C@@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CCC(O)=O)C)[H])[H])C		
CHEBI:182860	3-[3-[4,5-Dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one		C35H54O14	698.803	OC12C3C(C4(C(CC3)CC(OC5OC(C(O)C(O)C5OC6OC(C(O)C(O)C6O)CO)CO)CC4)C)CCC1(C(CC2)C=7COC(=O)C7)C		
CHEBI:182861	(6R)-2-(Hydroxymethyl)-6-((3R,5R,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)heptyl hydrogen sulfate		C27H48O8S	532.730	S(OCC(CCCC([C@@H]1C2([C@]([C@]3([C@@](C4(C(C[C@H]3O)C[C@H](O)CC4)C)(C[C@@H]2O)[H])[H])(CC1)[H])C)C)CO)(O)(=O)=O		
CHEBI:182882	4-(3-Hydroxy-10,13-dimethyl-6-oxo-1,2,3,4,5,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)pentanoic acid		C24H38O4	390.564	O=C1C2C(C3C(C4C(C(CC4)C(CCC(O)=O)C)(CC3)C)C1)(CCC(O)C2)C		
CHEBI:182921	3-[(3S,5S,8R,10S,13R,14S,17R)-3-[4,5-Dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one		C35H54O14	698.803	O[C@@]12[C@]3(C([C@@]4([C@@](CC3)(C[C@@H](OC5OC(C(O)C(O)C5OC6OC(C(O)C(O)C6O)CO)CO)CC4)[H])C)CC[C@@]1([C@H](CC2)C=7COC(=O)C7)C)[H]		
CHEBI:183011	3-Hydroxy-5-chola-8,14-dien-24-oic Acid		C24H36O3	372.549	O[C@H]1C[C@@]2([C@@](C3=C(C=4[C@@]([C@](CC4)([C@@H](CCC(O)=O)C)[H])(CC3)C)CC2)(CC1)C)[H]		
CHEBI:183628	3alpha,7alpha,16alpha,22S-Tetrahydroxy-5beta-cholestan-26-oic acid		C27H46O6	466.659	O[C@H]1[C@]2([C@]3([C@@]([C@]([C@H](O)C3)([C@@H]([C@@H](O)CCC(C)C(O)=O)C)[H])(CC[C@@]2([C@@]4([C@](C1)(C[C@H](O)CC4)[H])C)[H])C)[H])[H]		
CHEBI:183683	(3beta,9xi)-3-(beta-D-Glucopyranosyloxy)-14-hydroxycard-20(22)-enolide		C29H44O9	536.662	O[C@@]12[C@]3(C([C@@]4(C(CC3)C[C@@H](O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)CO)CC4)C)CC[C@@]1([C@H](CC2)C=6COC(=O)C6)C)[H]		
CHEBI:184001	3-[(3s,5r,10s,13r,14s,17s)-14-hydroxy-3-[(2r,3s,4s,5s,6s)-3-hydroxy-4-methoxy-6-methyl-5-[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-[[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyoxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2h-furan-5-one		C42H66O18	858.972	O[C@@]12C3C([C@@]4([C@](CC3)(C[C@@H](O[C@@H]5O[C@H]([C@H](O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)CO[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)CO)[C@@H](OC)[C@@H]5O)C)CC4)[H])C)CC[C@@]1([C@@H](CC2)C=8COC(=O)C8)C		
CHEBI:184191	26-Glucosyl-1,3,11,22-tetrahydroxyergosta-5,24-dien-26-oate		C34H54O11	638.795	OC1C2C(C3C(C(CC3)C(C(O)C/C(/C)=C(/C)\C(OC4OC(C(O)C(O)C4O)CO)=O)C)(C1)C)CC=C5C2(C(O)CC(O)C5)C		
CHEBI:184261	3beta,7alpha,12alpha-Trihydroxychol-5-en-24-oic Acid		C24H38O5	406.563	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4(C(=C[C@H]3O)C[C@@H](O)CC4)C)(C1)[H])[H])(CC[C@@]2([C@@H](CCC(O)=O)C)[H])[H])C		
CHEBI:184528	(22R)-3alpha,7alpha,22-Trihydroxy-5beta-cholan-24-oic Acid		C24H40O5	408.579	O[C@H]1[C@]2([C@]3([C@@]([C@](CC3)([C@@H]([C@H](O)CC(O)=O)C)[H])(CC[C@@]2([C@@]4([C@](C1)(C[C@H](O)CC4)[H])C)[H])C)[H])[H]		
CHEBI:184605	1,3,7-Trioxo-5beta-cholan-24-oic Acid		C24H34O5	402.531	O=C1[C@]2([C@]3([C@@]([C@](CC3)([C@@H](CCC(O)=O)C)[H])(CC[C@@]2([C@@]4([C@](C1)(CC(=O)CC4=O)[H])C)[H])C)[H])[H]		
CHEBI:184736	3alpha,12alpha,15alpha-Trihydroxy-5beta-cholan-24-oic Acid		C24H40O5	408.579	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@](CC3)(C[C@H](O)CC4)[H])C)(C1)[H])[H])([C@@H](O)C[C@@]2([C@@H](CCC(O)=O)C)[H])[H])C		
CHEBI:184806	(23S)-3alpha,7alpha,12alpha,23-Tetrahydroxy-5beta-cholan-24-oic Acid		C24H40O6	424.578	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](C[C@H](O)C(O)=O)C)[H])[H])C		
CHEBI:184830	(23R)-3alpha,7alpha,17alpha,23-Tetrahydroxy-5beta-cholan-24-oic Acid		C24H40O6	424.578	O[C@]1([C@@]2([C@]([C@]3([C@@]([C@@]4([C@](C[C@H]3O)(C[C@H](O)CC4)[H])C)(CC2)[H])[H])(CC1)[H])C)[C@@H](C[C@@H](O)C(O)=O)C		
CHEBI:184849	2chi,3alpha,6alpha,7alpha-Tetrahydroxy-5beta-cholan-24-oic Acid		C24H40O6	424.578	O[C@H]1[C@]2([C@]3([C@@]([C@](CC3)([C@@H](CCC(O)=O)C)[H])(CC[C@@]2([C@@]4([C@]([C@H]1O)(C[C@H](O)C(O)C4)[H])C)[H])C)[H])[H]		
CHEBI:184927	7alpha-Hydroxy-3,12-dioxochol-4-en-24-oic Acid		C24H34O5	402.531	O[C@H]1[C@]2([C@]3([C@@]([C@](CC3)([C@@H](CCC(O)=O)C)[H])(C(=O)C[C@@]2([C@@]4(C(C1)=CC(=O)CC4)C)[H])C)[H])[H]		
CHEBI:184945	(23R)-3alpha,5beta,7alpha,23-Tetrahydroxycholan-24-oic Acid		C24H40O6	424.578	O[C@@]12[C@@]([C@@]3([C@]([C@]4([C@@]([C@](CC4)([C@@H](C[C@@H](O)C(O)=O)C)[H])(CC3)C)[H])([C@H](O)C1)[H])[H])(CC[C@@H](O)C2)C		
CHEBI:185014	12alpha-Hydroxy-3-oxochola-1,4-dien-24-oic Acid		C24H34O4	386.532	O[C@@H]1[C@]2([C@]([C@]3([C@](C1)([C@@]4(C(CC3)=CC(=O)C=C4)C)[H])[H])(CC[C@@]2([C@@H](CCC(O)=O)C)[H])[H])C		
CHEBI:185115	2beta,3alpha,7alpha,12alpha-Tetrahydroxy-5beta-cholestan-26-oic acid		C27H46O6	466.659	O[C@@H]1[C@]2([C@]([C@]3([C@@]([C@@]4([C@](C[C@H]3O)(C[C@H](O)[C@@H](O)C4)[H])C)(C1)[H])[H])(CC[C@@]2([C@@H](CCCC(C)C(O)=O)C)[H])[H])C		
CHEBI:185150	Nor-alpha-muricholic acid		C23H38O5	394.552	O[C@H]1[C@]2([C@]3([C@@]([C@](CC3)([C@@H](CC(O)=O)C)[H])(CC[C@@]2([C@@]4([C@]([C@@H]1O)(C[C@H](O)CC4)[H])C)[H])C)[H])[H]		
